"row ID","Humidity Fraction","Precipitation One Hour (mm)","Pressure Altimeter (mbar)","Wind Speed (m/s)","Temperature (C)"
"Row12957",0.7469,0.0,,7.2,13.3
"Row8387",0.8323,0.0,1021.7,3.1,9.4
"Row14959",0.8384,0.0,1012.2,2.1,14.4
"Row7724",0.6909,,1025.7,,12.2
"Row6302",0.4912,0.0,1011.2,9.3,21.1
"Row11400",0.8642,0.0,1016.7917365478716,5.2,12.2
"Row3723",0.8026,0.0,1007.8,5.2,12.2
"Row11426",,,1016.9,11.3,11.1
"Row9324",0.7151,0.0,1012.5,2.1,12.2
"Row14072",0.8949,0.0,1018.6,4.1,13.9
"Row11620",0.9293,0.0,1021.3,6.7,11.1
"Row2952",0.8288,0.0,1015.6,6.7,11.1
"Row13353",0.7734,0.0,1016.9,5.2,13.9
"Row12297",0.6897,0.0,1016.9,5.2,13.9
"Row16707",0.8899,0.0,1027.8,5.2,7.8
"Row9371",0.7689,0.0,1023.7,2.6,11.1
"Row12365",,0.0,1013.2,5.2,15.6
"Row12168",0.8642,0.0,1016.7917365478716,4.6,12.2
"Row4210",,0.0,1011.5,3.1,25.6
"Row2438",0.3686,0.0,1018.6,7.7,18.3
"Row3715",0.9309,0.8,1006.8,9.8,13.9
"Row1961",0.9311,2.0,1014.6,4.1,14.4
"Row9357",,0.0,1017.3,3.1,8.9
"Row12743",0.7965,0.0,1016.9,7.7,11.7
"Row1266",,0.0,1013.2,4.1,13.3
"Row15056",0.867,0.0,1014.6,2.6,15.0
"Row15147",0.8052,0.0,1012.2,0.0,17.8
"Row12269",0.8288,0.0,1013.2,,11.1
"Row4384",0.5843,0.0,1009.5,16.0,18.3
"Row9556",0.7653,0.0,1017.6,2.6,8.9
"Row13226",0.8309,0.0,1015.2,2.1,12.8
"Row7636",0.3554,,1018.6,,13.9
"Row3096",0.5406,0.0,1011.9,,18.9
"Row4454",0.5939,0.0,1010.8,6.2,22.2
"Row7221",0.6463,0.0,1010.8,4.6,16.7
"Row17308",0.9591,0.0,1013.5,1.5,5.6
"Row16756",0.7634,0.0,1024.4,2.6,7.8
"Row1441",,0.0,1026.1,2.1,8.9
"Row8315",0.6157,0.0,,3.6,12.8
"Row15575",0.8026,,1015.2,7.7,12.2
"Row10032",0.8309,0.0,,2.1,8.3
"Row16822",0.6348,,1014.9,2.1,11.7
"Row12263",0.8288,,1013.5,6.7,11.1
"Row11914",0.7794,0.0,1016.9,7.7,14.4
"Row523",0.8011,0.0,1026.1,4.1,11.1
"Row16742",0.6157,0.0,1026.4,1.5,12.8
"Row10231",0.8274,0.0,1019.6,,10.0
"Row13661",0.8081,0.0,1018.3,3.1,16.1
"Row5585",0.4658,,1013.2,7.7,25.6
"Row4044",0.5228,,1012.9,3.6,26.7
"Row17431",0.859,0.0,1020.7,4.1,7.2
"Row1760",0.8664,,1022.0,,14.4
"Row3726",0.8631,0.0,1007.8,4.1,11.1
"Row1770",0.6727,0.0,,4.6,16.7
"Row5695",,0.0,1013.9,2.1,16.1
"Row8443",,0.0,1019.0,2.6,10.0
"Row8434",0.6517,0.0,1021.0,4.6,7.2
"Row15651",0.7699,0.0,1007.8,9.3,11.7
"Row1853",0.8996,0.0,1021.7,3.1,12.2
"Row16065",0.8343,0.0,1015.9,1.5,15.6
"Row7790",0.6875,0.0,1014.6,3.6,12.8
"Row12352",0.3131,0.0,1009.8,6.2,26.7
"Row709",0.491,0.0,1018.0,4.6,15.0
"Row11721",0.8066,0.0,1015.9,3.1,15.0
"Row3185",0.4851,0.0,1015.9,8.8,18.9
"Row15218",0.9617,0.0,1014.9,5.2,13.9
"Row11957",0.8281,0.0,1011.9,5.7,10.6
"Row4130",0.7965,0.0,,6.7,11.7
"Row4638",0.8301,0.0,1012.5,2.1,12.2
"Row13512",0.9299,0.0,1016.6,,12.2
"Row3879",0.4517,0.0,1016.9,10.3,20.6
"Row4654",0.8057,0.0,1014.2,8.2,14.4
"Row17339",0.8288,,1013.5,9.3,11.1
"Row11374",0.8642,0.0,1018.3,7.7,12.2
"Row15124",0.862,0.0,1014.6,4.1,15.6
"Row15044",,0.0,,6.2,15.0
"Row4795",0.7236,0.0,1016.9,6.2,16.7
"Row4725",0.7193,0.0,,9.3,14.4
"Row14332",0.8653,0.0,1011.9,5.2,13.3
"Row10575",0.4468,0.0,1014.2,0.0,17.8
"Row2286",0.8579,0.0,1017.3,,11.7
"Row8115",,0.0,1019.3,2.6,6.7
"Row5556",0.7795,0.0,1018.0,,17.8
"Row5317",,0.0,1021.0,7.7,20.6
"Row6708",,0.0,1018.0,4.1,17.2
"Row16655",0.8597,,1017.3,7.7,7.8
"Row16681",,0.0,,,7.2
"Row14246",0.5359,0.0,1012.9,3.6,23.9
"Row6640",0.7459,0.0,,7.7,15.6
"Row8154",0.9293,0.0,1019.3,2.1,11.1
"Row8114",0.9272,0.0,1019.3,2.1,7.2
"Row7174",0.3491,0.0,1016.3,2.1,21.1
"Row618",0.5959,0.0,1015.9,0.0,13.3
"Row3008",,,1019.0,2.1,15.0
"Row9992",0.9599,0.0,1020.7,3.6,7.8
"Row3767",0.7752,0.0,1019.3,5.2,15.0
"Row1528",0.5211,0.0,1016.7917365478716,7.7,18.3
"Row9614",0.7141,0.0,1018.6,3.1,11.7
"Row1",0.8941,0.0621152418479811,,11.3,12.8
"Row1725",0.8648,0.0,1015.9,4.1,12.8
"Row9690",0.7129,0.0,1016.9,4.6,11.1
"Row16669",0.6089,0.0,1025.4,2.6,10.0
"Row497",0.8958,0.0,1019.3,12.9,15.0
"Row7746",0.5137,0.0,1024.0,4.1,15.6
"Row2195",0.6236,0.0,1022.4,,16.1
"Row13546",0.7011,0.0,1017.6,2.6,17.2
"Row1102",0.5605,0.0,1013.5,5.2,10.6
"Row7098",0.5455,,1016.7917365478716,8.2,19.4
"Row9999",0.745,0.0,1021.3,8.2,12.2
"Row13646",,0.0,1017.6,8.8,20.6
"Row6856",0.6566,0.0,1016.6,7.2,19.4
"Row9067",0.663,0.0,1022.0,2.6,12.2
"Row16123",0.4271,0.0,1019.0,5.2,11.1
"Row15131",0.8429,0.0,1016.3,4.6,18.3
"Row4971",0.9012,0.0,1014.6,3.6,14.4
"Row17485",0.5834,,1018.0,3.6,10.0
"Row10266",0.9309,0.0,1020.3,6.2,13.9
"Row16594",0.7096,0.0,1027.8,3.6,9.4
"Row17359",0.8578,0.0,1019.0,,6.1
"Row1947",0.9004,0.0,1016.7917365478716,3.6,13.3
"Row14977",0.9303,0.0,1013.2,5.2,12.8
"Row11239",0.8974,,1014.2,0.0,9.4
"Row17055",0.7681,0.3,,,10.6
"Row1805",0.9309,0.8,1015.9,6.7,13.9
"Row3744",0.805,,1011.5,4.6,13.9
"Row12432",0.8932,0.0,1016.6,7.7,11.7
"Row2626",0.3638,0.0,,3.1,16.7
"Row13900",0.9614,0.0,1014.2,3.6,12.8
"Row16821",0.6605,0.0,1014.9,1.5,11.1
"Row6362",0.9293,,1015.2,5.7,11.1
"Row17002",0.8245,0.0,1022.0,3.1,7.8
"Row15824",0.8631,0.0,1015.6,0.0,11.1
"Row4290",0.56,0.0,1010.8,10.3,17.8
"Row14545",0.8384,0.0,1014.2,5.2,14.4
"Row6309",0.8653,0.0,1012.9,6.2,13.3
"Row2516",0.745,0.0,1017.3,7.7,12.2
"Row2637",0.8066,0.0,1020.0,2.6,15.0
"Row12117",0.8026,0.0,1016.6,8.2,12.2
"Row12780",0.5406,0.0,1018.6,6.7,18.9
"Row8030",0.6455,0.0,,2.1,14.4
"Row13232",,0.0,1016.6,2.6,14.4
"Row10564",0.8965,0.0,1018.0,0.0,8.3
"Row11416",0.6463,0.0,1017.6,12.9,16.7
"Row3386",0.8659,0.0,1015.9,7.2,13.9
"Row8013",0.737,0.0,1026.4,3.6,10.6
"Row10315",0.5338,0.0,1015.2,5.2,15.0
"Row12357",0.5036,0.0,1010.2,3.1,18.3
"Row11104",0.9299,0.0,1014.2,5.2,12.2
"Row10013",0.8875,0.0,1025.4,3.1,5.0
"Row14764",0.867,0.0,1015.9,4.1,15.0
"Row3303",0.5019,0.0,1014.9,7.7,25.0
"Row1488",0.8932,0.0,1026.8,5.2,11.7
"Row10928",0.8648,0.0,,3.1,12.8
"Row10774",0.8923,0.0,1014.6,3.6,10.6
"Row5386",0.7245,0.0,1015.6,4.6,17.2
"Row15919",0.9293,0.0,1020.3,0.0,11.1
"Row3503",0.7769,0.0,1012.5,5.2,16.1
"Row3387",0.8659,0.0,1015.6,5.7,13.9
"Row3781",0.587,0.0,1021.0,8.2,19.4
"Row3668",0.6989,0.0,1017.6,11.8,16.1
"Row6227",0.7752,,1018.0,3.6,15.0
"Row4828",0.8371,,1014.9,3.6,13.3
"Row15445",0.5455,0.0,1015.9,2.6,19.4
"Row1971",0.8923,0.0,1014.2,3.6,10.6
"Row3073",0.8011,0.0,1015.6,2.6,11.1
"Row4640",0.7498,0.0,1013.5,3.1,15.0
"Row9477",0.7399,0.0,1023.4,2.6,9.4
"Row2422",,0.0,1019.0,6.2,11.7
"Row7490",0.8932,0.0,1021.3,2.1,11.7
"Row9139",0.4544,0.0,1020.7,2.1,15.0
"Row985",0.8371,0.0,1020.0,4.1,13.3
"Row13855",0.9004,0.0,1018.3,,13.3
"Row2105",0.7183,0.0,1019.0,6.7,13.9
"Row12493",0.5406,0.0,,7.2,18.9
"Row10646",0.6424,0.0,1020.0,8.2,15.0
"Row11905",0.8932,0.0,1016.3,,11.7
"Row2201",0.7752,0.0,1020.0,9.8,15.0
"Row12914",0.8579,0.0,1018.3,6.2,11.7
"Row16327",0.9281,0.0,,0.0,8.9
"Row4743",0.3746,0.0,1015.6,9.3,25.6
"Row14536",0.446,0.0,1014.9,10.3,23.9
"Row15761",0.6897,0.0,1015.9,8.8,13.9
"Row428",0.8568,0.0,1013.5,3.1,10.6
"Row12302",0.5427,0.0,1016.9,9.3,18.3
"Row14716",0.9299,0.0,1017.6,,12.2
"Row16538",0.7339,0.0,,0.0,8.9
"Row13708",0.8659,0.0,1015.9,4.1,13.9
"Row14508",0.5528,,,4.6,22.2
"Row5308",0.8021,0.0,1018.0,6.2,15.6
"Row448",0.7151,0.0,1021.3,4.1,12.2
"Row2802",0.6438,0.0,1016.6,9.3,15.6
"Row9964",0.9272,0.0,1011.9,3.6,7.2
"Row8523",0.8924,0.0,1025.1,,3.3
"Row2863",,0.0,,0.0,10.6
"Row17068",1.0,0.0,,1.5,5.0
"Row6420",0.5912,,1016.6,3.1,21.1
"Row3880",0.4688,0.0,1016.6,10.3,20.0
"Row902",0.8371,0.0,1001.7,3.6,13.3
"Row11051",,0.0,1021.0,4.6,13.9
"Row258",0.8309,0.0,1019.0,6.2,8.3
"Row12783",,0.0,1018.0,9.3,17.8
"Row17070",1.0,0.0,1018.3,2.1,5.6
"Row3076",,0.0,1014.9,1.5,12.2
"Row12520",0.5815,0.0,1019.0,13.4,17.2
"Row12988",0.8288,,1015.9,5.7,11.1
"Row13095",,,1015.9,9.8,18.3
"Row14228",0.6738,0.0,1010.5,8.8,17.2
"Row2501",0.9305,0.0,1016.6,2.1,13.3
"Row12326",0.4929,0.0,1015.6,10.3,21.7
"Row8819",0.7995,0.0,1024.0,5.2,10.0
"Row3929",0.4718,0.0,1013.2,10.8,21.1
"Row7142",0.2726,0.0,1015.9,,27.2
"Row14926",0.8648,0.0,1018.3,5.7,12.8
"Row10710",0.9255,0.0,1015.6,3.1,4.4
"Row12954",0.6002,0.0,1014.2,11.3,16.7
"Row16315",0.8011,0.0,1010.8,4.1,11.1
"Row10037",0.9589,0.0,1023.4,2.1,5.0
"Row16271",0.9278,0.8,1010.5,2.1,8.3
"Row13252",0.9297,0.0,1014.2,4.6,11.7
"Row13599",,0.0,,4.6,18.3
"Row8047",,0.0,1029.5,2.1,9.4
"Row1540",0.862,0.0,1023.4,2.1,10.0
"Row14867",0.6056,0.0,1015.2,2.6,18.9
"Row1562",0.8941,,1020.7,0.0,12.8
"Row7879",0.3402,0.0,1022.0,5.7,8.9
"Row9649",0.9673,2.0,1003.4,,11.1
"Row14996",0.7769,0.0,1015.9,5.2,16.1
"Row690",,0.0,1019.0,10.3,15.0
"Row15178",0.8631,,1016.9,3.1,16.7
"Row5602",0.6573,0.0,1012.9,3.1,21.7
"Row11330",0.9299,0.0,,3.6,12.2
"Row4557",0.8066,0.0,1012.2,5.2,15.0
"Row15322",0.8681,0.0,1012.5,,16.1
"Row6570",0.7794,0.0,1015.6,10.3,14.4
"Row5770",0.7516,0.0,1011.2,3.6,18.9
"Row2558",0.8967,,1016.3,9.3,16.1
"Row13883",,0.0,1017.3,5.7,16.1
"Row267",0.8216,,1016.6,7.7,5.6
"Row6465",0.675,0.0,,1.5,17.8
"Row1806",0.8958,1.0,1016.6,3.6,15.0
"Row12741",0.7707,0.0,1016.6,8.2,12.2
"Row10703",0.7616,0.0,1019.0,3.1,6.7
"Row1368",0.7714,0.0,1016.6,3.6,9.4
"Row2233",0.8322,0.0,1018.3,3.6,13.9
"Row4274",0.8301,0.0,1010.2,,12.2
"Row3016",0.6002,0.0,1020.3,11.8,16.7
"Row2956",0.8281,0.0,1015.9,8.8,10.6
"Row5855",0.7478,0.0,1013.5,4.1,16.7
"Row1269",0.8026,0.0,1011.2,,12.2
"Row14439",0.55,0.0,1017.6,9.3,21.1
"Row14173",0.3809,0.0,1016.9,7.2,27.8
"Row1845",0.8941,0.0,1022.7,8.2,12.8
"Row10730",0.6548,0.0,1005.8,,10.6
"Row9090",0.8288,0.0,1019.0,2.1,11.1
"Row1808",0.9314,0.0,,3.6,15.0
"Row6203",0.5843,0.0,1015.9,7.2,18.3
"Row14517",0.8664,0.0,1018.3,,14.4
"Row3613",0.6082,0.0,1015.9,3.1,20.0
"Row9697",0.7339,0.0,1022.4,2.6,8.9
"Row15000",0.8659,0.0,1017.3,3.6,13.9
"Row1415",0.7671,0.0,1024.0,3.1,10.0
"Row7678",0.6619,0.0,1019.3,0.0,11.7
"Row13077",0.8932,0.0,1014.9,7.7,11.7
"Row943",0.9281,0.0,1009.8,,8.9
"Row2829",0.7183,0.0,1019.3,,13.9
"Row548",0.7107,0.0,1025.7,2.1,10.0
"Row14576",0.8066,0.0,,1.5,15.0
"Row11396",0.8301,0.0,1016.6,9.3,12.2
"Row14277",0.8066,0.0,1014.6,6.7,15.0
"Row16387",,0.0,1020.3,1.5,9.4
"Row7710",0.8011,,1023.4,2.6,11.1
"Row10128",0.9287,0.0,1020.7,,10.0
"Row3759",0.675,0.0,1016.3,10.3,17.8
"Row10698",0.5613,0.0,1018.3,8.2,9.4
"Row7868",0.7339,0.0,1022.7,2.6,8.9
"Row15290",0.9311,0.0,1013.2,4.1,14.4
"Row5203",0.7778,0.0,1016.9,9.3,16.7
"Row14943",0.3017,0.0,1013.9,2.6,30.0
"Row16423",0.8597,,1020.3,4.6,7.8
"Row5547",0.9621,0.0,1015.9,6.2,15.0
"Row10262",0.7536,0.0,1020.7,7.7,17.2
"Row12650",0.7734,0.0,1012.9,4.1,13.9
"Row7333",0.1502,0.0,1023.7,0.0,24.4
"Row1898",0.8648,0.0,1020.0,4.1,12.8
"Row2544",0.6643,0.0,1018.0,5.2,12.8
"Row3211",0.6463,,1015.6,5.7,16.7
"Row886",0.9297,0.0,,1.5,11.7
"Row8327",,1.8,1012.5,5.2,9.4
"Row2521",0.8011,0.0,,6.2,11.1
"Row14048",0.8066,0.0,1015.2,2.1,15.0
"Row1578",,0.0,1017.3,9.3,12.8
"Row5093",0.6976,0.0,1013.9,3.6,17.8
"Row7118",0.5125,0.0,1016.6,4.6,22.8
"Row17225",0.8608,0.0,1022.4,2.1,8.9
"Row11647",0.8918,0.0,1019.3,5.7,10.0
"Row452",0.8568,0.0,1021.7,5.2,10.6
"Row5864",0.867,0.0,1014.9,5.7,15.0
"Row16235",0.6654,0.0,1021.3,,13.3
"Row803",0.7151,,1016.7917365478716,2.1,12.2
"Row1025",0.5663,0.0,1022.0,,12.8
"Row11787",0.9611,0.8,1015.6,5.7,11.7
"Row15340",0.9303,0.0,1011.5,,12.8
"Row9928",0.6581,0.0,1010.8,6.2,10.0
"Row11080",0.6643,0.0,1019.0,11.3,12.8
"Row9742",0.6851,0.0,1020.3,10.3,9.4
"Row2066",0.8974,0.0,1013.9,3.6,9.4
"Row17134",0.8899,,1024.7,,7.8
"Row16238",0.4741,0.0,1019.6,5.2,15.0
"Row6673",0.8384,0.0,1018.0,4.1,14.4
"Row10247",0.9614,0.0,,,12.8
"Row16371",0.9198,0.0,1024.7,0.0,5.6
"Row3362",0.867,0.0,1015.2,4.6,15.0
"Row10662",0.9287,0.0,1022.0,2.1,10.0
"Row3072",0.7699,0.0,1015.6,2.6,11.7
"Row10509",0.5906,0.0,1017.6,4.1,12.8
"Row6568",0.7517,0.0,1016.3,10.8,16.1
"Row5171",0.5888,0.0,1015.9,3.1,21.7
"Row8670",0.8965,0.0,1026.1,2.1,8.3
"Row15013",0.6108,,1016.6,8.8,19.4
"Row8828",0.8274,0.0,1021.7,2.1,10.0
"Row8008",0.6184,0.0,1024.4,6.2,13.9
"Row13372",0.9293,0.0,1014.2,3.6,11.1
"Row1158",0.9611,1.3,1005.8,4.1,11.7
"Row8595",0.9265,0.0,1026.4,3.6,6.1
"Row2489",0.7011,0.0,1015.9,5.7,17.2
"Row7199",0.5347,0.0,,1.5,16.7
"Row3659",0.5612,0.0,1016.9,10.3,18.3
"Row12608",,0.0,1011.5,2.1,23.3
"Row8852",0.9607,0.3,1021.3,1.5,10.6
"Row6500",0.8057,0.0,1012.9,8.2,14.4
"Row9025",,0.0,1027.4,0.0,9.4
"Row10585",0.8631,0.0,1012.2,2.1,11.1
"Row8499",,0.0,1022.4,2.6,3.3
"Row2356",0.9297,0.0,1019.6,2.1,11.7
"Row742",0.7339,0.0,1024.4,2.6,8.9
"Row17187",0.9666,0.0,1020.3,,8.3
"Row14187",0.8659,0.0,1015.6,4.6,13.9
"Row3311",0.7812,0.0,1014.9,7.7,18.9
"Row2841",0.6002,0.0,1021.7,5.7,16.7
"Row2763",0.7699,0.0,1022.4,6.7,11.7
"Row707",0.4354,0.0,1020.0,5.7,13.9
"Row2515",0.6932,0.0,1017.3,,13.3
"Row14181",0.7011,0.0,1016.3,7.7,17.2
"Row16571",0.4224,0.0,1029.1,,10.6
"Row9600",0.8309,0.0,1019.6,1.5,8.3
"Row12534",,0.0,1019.0,6.2,11.1
"Row14138",,0.0,1014.9,5.7,13.9
"Row2917",0.7225,0.0,1015.9,9.8,16.1
"Row10223",0.8042,0.0,1020.3,5.2,13.3
"Row4092",0.6287,0.0,1012.2,9.8,18.3
"Row16632",0.9303,1.3,1014.9,9.3,12.8
"Row11508",0.741,,1011.5,7.7,12.8
"Row5186",0.8631,0.0,1018.0,3.1,16.7
"Row2350",0.8941,,1019.3,5.2,12.8
"Row12722",0.7689,0.0,1011.9,,11.1
"Row16384",0.5292,0.0,1021.0,2.1,13.3
"Row2236",0.8659,0.0,1017.6,4.6,13.9
"Row3217",0.8648,0.0,1016.3,5.2,12.8
"Row13875",0.9305,0.0,1016.9,4.1,13.3
"Row11775",0.8949,1.8,1015.6,4.6,13.9
"Row1327",0.8578,0.0,,0.0,6.1
"Row13140",,0.0,1014.9,6.7,17.8
"Row6156",0.6566,,1017.3,,19.4
"Row13498",0.8384,0.0,1016.3,4.1,14.4
"Row684",0.6932,,1022.4,,13.3
"Row6754",0.6738,0.0,1014.2,1.5,17.2
"Row6845",0.9309,,1017.3,,13.9
"Row755",0.5878,0.0,1026.8,3.1,11.7
"Row1830",0.9303,0.0,1020.7,2.1,12.8
"Row1633",0.8309,0.0,1020.7,3.6,12.8
"Row5765",0.8949,,1009.8,,13.9
"Row9338",,0.3,1013.2,4.1,8.3
"Row6795",0.7245,0.0,1015.2,0.0,17.2
"Row15077",0.9012,0.0,1012.9,2.1,14.4
"Row12983",0.741,0.0,1015.6,7.7,12.8
"Row1343",0.7979,0.0,1014.6,7.2,8.9
"Row5686",0.5612,0.0,1011.5,5.7,18.3
"Row2282",0.6875,0.0,1017.6,2.6,12.8
"Row4548",,0.0,1012.5,,20.0
"Row14111",0.8066,0.0,1013.5,6.2,15.0
"Row12439",0.8631,0.0,,5.7,11.1
"Row1795",0.8021,0.0,1020.0,4.1,15.6
"Row8683",0.743,0.0,1027.4,1.5,11.1
"Row3296",0.7498,0.0,1014.9,3.1,15.0
"Row15723",0.7995,0.0,1015.9,0.0,10.0
"Row16496",0.6994,0.0,,1.5,4.4
"Row3369",0.675,,1016.9,5.7,17.8
"Row15162",0.6573,0.0,1013.9,4.1,21.7
"Row8319",0.5987,0.0,1013.9,11.3,14.4
"Row10461",0.4088,0.0,,1.5,16.1
"Row805",,0.0,,0.0,12.8
"Row9671",,0.0,,5.2,10.0
"Row15352",0.6536,0.0,1009.5,8.8,20.0
"Row13116",0.5843,0.0,1015.6,8.2,18.3
"Row404",0.8918,,1002.7,5.7,10.0
"Row5722",,0.0,1015.9,3.1,23.3
"Row437",0.8965,0.0,1018.3,2.6,8.3
"Row15540",,0.0,1013.9,5.7,17.2
"Row16022",0.5406,,1019.6,,18.9
"Row5473",,0.0,1014.2,4.6,15.6
"Row14499",0.9314,0.0,1017.3,8.8,15.0
"Row16188",0.9611,0.3,1015.9,4.6,11.7
"Row7305",0.8081,0.0,1018.0,2.1,16.1
"Row15318",0.9676,0.0,1011.5,3.6,12.2
"Row1397",0.9269,0.0,1019.3,2.1,6.7
"Row165",0.7986,0.3,1002.7,,9.4
"Row10420",,0.0,,4.1,8.9
"Row441",0.8274,0.0,1020.7,,10.0
"Row2395",0.643,0.0,1021.0,10.3,13.3
"Row15980",0.7429,0.0,1015.9,7.2,13.9
"Row2206",0.8941,0.0,1020.3,6.7,12.8
"Row12321",,0.0,1016.6,3.1,17.2
"Row9486",0.4412,0.0,1025.1,6.2,9.4
"Row7778",0.7643,0.0,1017.3,2.1,8.3
"Row8712",0.9281,0.0,,2.1,8.9
"Row12208",0.6727,0.0,1014.2,8.8,16.7
"Row8641",0.7979,0.0,1018.3,0.0,8.9
"Row10065",0.8918,0.0,1019.3,1.5,10.0
"Row10637",0.9272,0.0,1016.6,3.1,7.2
"Row16518",0.9259,0.0,1026.1,0.0,5.0
"Row10511",0.6605,0.0,1018.0,3.1,11.1
"Row8822",0.743,0.0,,2.6,11.1
"Row16047",0.2915,0.0,,5.2,22.8
"Row9259",0.8653,0.0,1022.7,2.1,13.3
"Row9709",0.7469,0.0,1024.4,4.1,13.3
"Row17351",0.7318,0.0,1016.7917365478716,3.6,7.8
"Row4020",0.2498,0.0,1010.5,2.6,30.6
"Row10304",0.9293,0.0,1014.6,2.1,11.1
"Row10965",0.8642,0.0,1019.3,8.2,12.2
"Row15441",0.805,0.0,1015.9,1.5,13.9
"Row13804",0.9004,0.0,1012.5,3.1,13.3
"Row10844",0.745,0.0,1022.7,3.1,12.2
"Row7288",0.7517,0.0,,8.8,16.1
"Row1454",0.621,0.0,1021.7,2.6,15.0
"Row6683",0.7459,0.0,1020.0,,15.6
"Row1814",0.7536,0.0,1018.0,6.7,17.2
"Row88",0.4767,0.0,1017.3,,10.0
"Row7380",,0.0,1018.3,3.1,20.6
"Row11983",0.8648,0.3,1014.9,7.7,12.8
"Row3555",0.7193,0.0,1017.3,2.6,14.4
"Row6442",0.6512,0.0,1018.0,2.6,18.9
"Row16024",0.3517,0.0,1019.3,7.7,17.8
"Row11487",0.5322,,1015.2,7.7,14.4
"Row6324",0.6056,0.0,,4.1,18.9
"Row9077",0.9265,0.0,1020.7,2.6,6.1
"Row6515",0.6773,0.0,1013.5,3.1,18.9
"Row16202",1.0,0.5,,1.5,11.1
"Row16491",0.6432,0.0,1025.7,0.0,5.6
"Row6790",0.7245,0.0,1014.6,5.2,17.2
"Row15895",0.8309,0.0,1019.0,3.6,12.8
"Row13220",0.6029,0.0,,5.7,17.8
"Row11472",0.8323,0.0,,10.8,9.4
"Row5649",0.7536,0.0,1011.9,2.1,17.2
"Row10729",0.5878,0.0,1006.4,9.8,11.7
"Row4089",0.7752,0.0,1011.9,5.7,15.0
"Row11277",,0.0,1016.9,3.1,13.3
"Row13323",0.9299,0.0,,5.2,12.2
"Row10478",0.2915,0.0,1025.1,2.6,22.8
"Row2910",0.8642,0.0,,2.1,12.2
"Row15286",0.8958,0.0,1014.2,6.2,15.0
"Row8658",,0.0,1022.4,0.0,12.2
"Row102",0.8856,0.0,1014.6,2.6,2.8
"Row13288",0.6542,,1010.8,12.9,18.3
"Row7882",0.3905,0.0,1023.0,3.6,10.0
"Row10925",0.9606,0.0,1021.0,,10.0
"Row6780",0.702,0.0,1014.6,,20.0
"Row12753",0.7172,0.0,1019.0,10.8,13.3
"Row15065",0.7032,0.0,1010.8,10.3,18.3
"Row11397",0.8642,0.0,1016.9,6.2,12.2
"Row4511",0.9004,0.0,1008.5,5.2,13.3
"Row5537",0.702,,1014.6,9.3,20.0
"Row16067",0.8096,0.0,1014.9,5.2,17.2
"Row8345",0.7949,0.0,1012.2,5.2,10.6
"Row7223",0.5555,0.0,1010.8,0.0,16.1
"Row13770",0.6954,,1013.9,9.3,16.7
"Row11273",0.675,0.0,,10.3,17.8
"Row17444",0.8608,0.0,1020.7,5.2,8.9
"Row11388",0.7725,0.0,1018.6,10.3,13.3
"Row3752",0.7761,0.0,,4.1,15.6
"Row10339",0.745,0.0,1015.2,6.2,12.2
"Row14699",0.7497,0.0,1019.0,4.1,17.8
"Row1447",0.9275,0.0,1024.0,,7.8
"Row1901",0.9297,0.0,1018.6,2.1,11.7
"Row14490",0.6976,0.0,1015.6,6.2,17.8
"Row3545",0.4381,0.0,,6.2,21.1
"Row2804",0.7717,0.0,1016.9,9.8,12.8
"Row12562",0.6301,0.0,1018.0,3.1,18.9
"Row13250",0.9611,0.0,1014.6,,11.7
"Row7798",0.8295,0.0,1015.9,2.1,11.7
"Row17501",,0.3,1019.0,3.1,7.2
"Row14188",0.8659,,1015.2,4.1,13.9
"Row8576",0.8554,0.0,1032.5,2.6,3.9
"Row14722",0.7769,0.0,1019.3,2.6,16.1
"Row11225",0.7429,0.0,1015.6,9.3,13.9
"Row271",0.8933,0.0,1013.5,2.6,4.4
"Row1083",,0.0,1013.2,2.6,7.8
"Row7737",0.396,0.0,1027.4,3.6,12.8
"Row8885",0.7954,0.0,1016.7917365478716,2.1,7.2
"Row6120",0.8309,0.0,1007.1,4.6,12.8
"Row12108",0.6463,,1019.0,7.2,16.7
"Row11810",0.8309,0.0,1017.6,6.2,12.8
"Row3553",0.6182,0.0,1017.6,2.1,15.6
"Row10733",0.6089,0.0,1004.1,6.2,10.0
"Row9642",0.9673,1.0,1006.8,4.1,11.1
"Row3915",0.8642,0.0,1013.9,4.6,12.2
"Row8823",,,1021.7,3.1,11.1
"Row75",0.8155,,1022.4,2.1,1.1
"Row1495",0.9278,0.0,1028.4,,8.3
"Row8527",0.9246,0.0,,4.1,2.8
"Row17366",0.5716,0.0,1019.0,6.2,13.3
"Row7487",0.8642,0.0,,0.0,12.2
"Row12934",0.7162,0.0,1017.6,9.3,12.8
"Row2886",0.8281,0.0,1014.2,3.1,10.6
"Row3105",0.3404,0.0,1016.7917365478716,,22.2
"Row4885",0.6536,0.0,,9.3,20.0
"Row9640",0.9297,1.0,1008.1,,11.7
"Row7618",0.3293,0.0,1020.3,13.4,14.4
"Row12858",0.6463,0.0,1018.3,8.8,16.7
"Row6396",0.6108,0.0,1017.3,2.1,21.1
"Row1843",0.8653,,1022.0,9.3,13.3
"Row1340",0.7979,0.0,1015.2,5.7,8.9
"Row1178",0.9004,1.5,997.0,7.2,13.3
"Row12661",,0.0,1014.9,8.8,16.7
"Row1232",0.8899,0.0,1019.0,4.1,7.8
