"row ID","Humidity Fraction","Precipitation One Hour (mm)","Pressure Altimeter (mbar)","Temperature (C)","Wind Speed (m/s)","Date and time"
"Row329",0.6143,0.0,1015.6,12.2,6.2,"1993-01-14T17:00:00"
"Row330",0.7129,0.0,1015.9,11.1,4.6,"1993-01-14T18:00:00"
"Row331",0.7119,0.0,1015.9,10.6,3.1,"1993-01-14T19:00:00"
"Row332",0.7671,0.0,1016.6,10.0,3.1,"1993-01-14T20:00:00"
"Row333",0.7714,0.0,1016.6,9.4,1.5,"1993-01-14T21:00:00"
"Row334",0.8309,0.0,1016.9,8.3,0.0,"1993-01-14T22:00:00"
"Row335",0.8956,0.0,1016.3,7.2,2.6,"1993-01-14T23:00:00"
"Row336",0.8956,0.0,1016.3,7.2,2.1,"1993-01-15T00:00:00"
"Row337",0.8956,0.0,1015.9,7.2,1.5,"1993-01-15T01:00:00"
"Row338",0.8899,0.0,1015.9,7.8,1.5,"1993-01-15T02:00:00"
"Row339",0.8899,0.0,1014.9,7.8,1.5,"1993-01-15T03:00:00"
"Row340",0.8602,0.0,1014.2,8.3,1.5,"1993-01-15T04:00:00"
"Row341",0.9275,0.3,1013.9,7.8,0.0,"1993-01-15T05:00:00"
"Row342",0.9278,0.8,1013.2,8.3,2.6,"1993-01-15T06:00:00"
"Row343",0.8909,0.3,1012.9,8.9,4.1,"1993-01-15T07:00:00"
"Row344",0.8909,0.5,1011.9,8.9,5.2,"1993-01-15T08:00:00"
"Row345",0.9281,0.5,1012.2,8.9,6.7,"1993-01-15T09:00:00"
"Row346",0.8614,0.3,1011.9,9.4,4.6,"1993-01-15T10:00:00"
"Row347",0.8614,0.3,1011.5,9.4,2.1,"1993-01-15T11:00:00"
"Row348",0.862,0.0,1010.2,10.0,2.1,"1993-01-15T12:00:00"
"Row349",0.8923,0.0,1016.7917365478716,10.6,2.1,"1993-01-15T13:00:00"
"Row350",0.9287,0.3,1007.5,10.0,2.1,"1993-01-15T14:00:00"
"Row351",0.8932,0.5,1006.8,11.7,3.1,"1993-01-15T15:00:00"
"Row352",0.9297,0.3,1006.1,11.7,2.6,"1993-01-15T16:00:00"
"Row353",0.9297,0.5,1005.4,11.7,4.1,"1993-01-15T17:00:00"
"Row354",0.8996,2.3,1006.8,12.2,11.3,"1993-01-15T18:00:00"
"Row355",0.8642,0.3,1008.8,12.2,7.7,"1993-01-15T19:00:00"
"Row356",0.8642,0.0,1010.2,12.2,9.3,"1993-01-15T20:00:00"
"Row357",0.8295,0.0,1011.5,11.7,10.3,"1993-01-15T21:00:00"
"Row358",0.8295,0.3,1012.9,11.7,6.2,"1993-01-15T22:00:00"
"Row359",0.8288,0.0,1013.9,11.1,3.1,"1993-01-15T23:00:00"
"Row360",0.8568,0.0,1014.9,10.6,3.1,"1993-01-16T00:00:00"
"Row361",0.862,0.0,1014.9,10.0,4.1,"1993-01-16T01:00:00"
"Row362",0.8974,0.0,1015.2,9.4,3.1,"1993-01-16T02:00:00"
"Row363",0.9284,0.0,1015.2,9.4,2.6,"1993-01-16T03:00:00"
"Row364",0.9278,0.0,1015.6,8.3,0.0,"1993-01-16T04:00:00"
"Row365",0.9599,0.0,1015.9,7.8,4.1,"1993-01-16T05:00:00"
"Row366",0.9663,0.0,1016.6,7.2,0.0,"1993-01-16T06:00:00"
"Row367",0.966,0.0,1016.6,6.1,2.1,"1993-01-16T07:00:00"
"Row368",0.9591,0.0,1016.3,5.6,3.1,"1993-01-16T08:00:00"
"Row369",0.9275,0.0,1016.9,7.8,3.1,"1993-01-16T09:00:00"
"Row370",0.8974,0.0,1016.7917365478716,9.4,3.6,"1993-01-16T10:00:00"
"Row371",0.8281,0.0,1016.3,10.6,4.1,"1993-01-16T11:00:00"
"Row372",0.8568,0.0,1014.9,10.6,4.1,"1993-01-16T12:00:00"
"Row373",0.7689,0.0,1013.5,11.1,2.6,"1993-01-16T13:00:00"
"Row374",0.7681,0.0,1012.5,10.6,2.6,"1993-01-16T14:00:00"
"Row375",0.739,0.0,1011.9,11.7,1.5,"1993-01-16T15:00:00"
"Row376",0.7699,0.0,1016.7917365478716,11.7,0.0,"1993-01-16T16:00:00"
"Row377",0.7699,0.0,1011.5,11.7,2.1,"1993-01-16T17:00:00"
"Row378",0.8011,0.0,1011.2,11.1,1.5,"1993-01-16T18:00:00"
"Row379",0.8281,0.0,1010.8,10.6,1.5,"1993-01-16T19:00:00"
"Row380",0.8011,0.0,1010.8,11.1,2.1,"1993-01-16T20:00:00"
"Row381",0.8568,0.0,1010.8,10.6,3.1,"1993-01-16T21:00:00"
"Row382",0.8281,0.0,1010.5,10.6,4.1,"1993-01-16T22:00:00"
"Row383",0.8281,0.0,1010.5,10.6,4.1,"1993-01-16T23:00:00"
"Row384",0.9281,0.0,1010.2,8.9,3.1,"1993-01-17T00:00:00"
"Row385",0.9278,0.0,1009.5,8.3,2.1,"1993-01-17T01:00:00"
"Row386",0.9272,0.0,1008.8,7.2,2.6,"1993-01-17T02:00:00"
"Row387",0.8965,0.0,1007.5,8.3,2.1,"1993-01-17T03:00:00"
"Row388",0.9595,0.0,1006.8,6.7,1.5,"1993-01-17T04:00:00"
"Row389",0.9275,0.0,1005.8,7.8,2.6,"1993-01-17T05:00:00"
"Row390",0.9278,0.0,1005.1,8.3,2.1,"1993-01-17T06:00:00"
"Row391",0.9666,0.0621152418479811,1005.1,8.3,3.1,"1993-01-17T07:00:00"
"Row392",0.9281,2.8,1004.4,8.9,4.6,"1993-01-17T08:00:00"
"Row393",0.9602,2.5,1003.7,8.9,3.1,"1993-01-17T09:00:00"
"Row394",1.0,2.5,1003.7,8.3,2.1,"1993-01-17T10:00:00"
"Row395",0.9602,2.0,1003.1,8.9,1.5,"1993-01-17T11:00:00"
"Row396",0.9669,1.8,1002.0,9.4,2.1,"1993-01-17T12:00:00"
"Row397",0.9606,1.0,1001.7,10.0,2.6,"1993-01-17T13:00:00"
"Row398",0.8927,0.3,1001.4,11.1,3.1,"1993-01-17T14:00:00"
"Row399",0.8301,0.0,1001.4,12.2,3.1,"1993-01-17T15:00:00"
"Row400",0.8579,0.0,1001.7,11.7,3.6,"1993-01-17T16:00:00"
"Row401",0.8927,1.0,1001.7,11.1,7.2,"1993-01-17T17:00:00"
"Row402",0.9606,1.8,1002.0,10.0,6.2,"1993-01-17T18:00:00"
"Row403",0.9606,1.0,1002.4,10.0,4.6,"1993-01-17T19:00:00"
"Row404",0.8918,0.0,1002.7,10.0,5.7,"1993-01-17T20:00:00"
"Row405",0.9284,0.0,1003.1,9.4,5.2,"1993-01-17T21:00:00"
"Row406",0.8974,0.0,1003.4,9.4,3.6,"1993-01-17T22:00:00"
"Row407",0.9284,0.0,1003.7,9.4,2.6,"1993-01-17T23:00:00"
"Row408",0.9284,0.3,1004.1,9.4,3.1,"1993-01-18T00:00:00"
"Row409",0.9281,3.3,1004.1,8.9,3.1,"1993-01-18T01:00:00"
"Row410",0.9602,2.8,1004.1,8.9,4.1,"1993-01-18T02:00:00"
"Row411",0.9281,1.3,1004.4,8.9,5.7,"1993-01-18T03:00:00"
"Row412",0.9281,0.0,1004.4,8.9,4.6,"1993-01-18T04:00:00"
"Row413",0.9281,0.0,1004.7,8.9,4.6,"1993-01-18T05:00:00"
"Row414",0.9602,0.0,1005.4,8.9,3.6,"1993-01-18T06:00:00"
"Row415",0.9602,0.3,1006.4,8.9,4.1,"1993-01-18T07:00:00"
"Row416",0.9284,0.0,1007.5,9.4,5.7,"1993-01-18T08:00:00"
"Row417",0.9284,0.0,1008.5,9.4,5.7,"1993-01-18T09:00:00"
"Row418",0.9284,0.3,1009.8,9.4,4.6,"1993-01-18T10:00:00"
"Row419",0.8918,0.0,1010.5,10.0,2.6,"1993-01-18T11:00:00"
"Row420",0.8295,0.0,1009.8,11.7,2.6,"1993-01-18T12:00:00"
"Row421",0.7965,0.0,1009.8,11.7,2.1,"1993-01-18T13:00:00"
"Row422",0.7965,0.0,1010.2,11.7,3.1,"1993-01-18T14:00:00"
"Row423",0.7707,0.0,1010.5,12.2,4.6,"1993-01-18T15:00:00"
"Row424",0.7965,0.0,1011.2,11.7,5.2,"1993-01-18T16:00:00"
"Row425",0.7965,0.0,1011.2,11.7,6.2,"1993-01-18T17:00:00"
"Row426",0.8631,0.0,1011.9,11.1,6.2,"1993-01-18T18:00:00"
"Row427",0.8568,0.0,1012.9,10.6,4.6,"1993-01-18T19:00:00"
"Row428",0.8568,0.0,1013.5,10.6,3.1,"1993-01-18T20:00:00"
"Row429",0.8281,0.0,1013.9,10.6,6.7,"1993-01-18T21:00:00"
"Row430",0.7949,0.0,1014.9,10.6,5.7,"1993-01-18T22:00:00"
"Row431",0.7995,0.0,1015.6,10.0,5.7,"1993-01-18T23:00:00"
"Row432",0.7986,0.0,1016.6,9.4,5.2,"1993-01-19T00:00:00"
"Row433",0.7714,0.0,1016.9,9.4,4.1,"1993-01-19T01:00:00"
"Row434",0.8965,0.0,1017.3,8.3,2.6,"1993-01-19T02:00:00"
"Row435",0.8965,0.0,1018.0,8.3,3.1,"1993-01-19T03:00:00"
"Row436",0.8965,0.0,1018.0,8.3,2.6,"1993-01-19T04:00:00"
"Row437",0.8965,0.0,1018.3,8.3,2.6,"1993-01-19T05:00:00"
"Row438",0.8965,0.0,1018.6,8.3,2.1,"1993-01-19T06:00:00"
"Row439",0.8909,0.0,1019.6,8.9,3.1,"1993-01-19T07:00:00"
"Row440",0.8614,0.0,1020.3,9.4,2.1,"1993-01-19T08:00:00"
"Row441",0.8274,0.0,1020.7,10.0,3.1,"1993-01-19T09:00:00"
"Row442",0.8011,0.0,1021.7,11.1,4.1,"1993-01-19T10:00:00"
"Row443",0.739,0.0,1022.0,11.7,3.1,"1993-01-19T11:00:00"
"Row444",0.7151,0.0,1021.3,12.2,5.2,"1993-01-19T12:00:00"
"Row445",0.7151,0.0,1021.0,12.2,5.2,"1993-01-19T13:00:00"
"Row446",0.7699,0.0,1020.7,11.7,4.6,"1993-01-19T14:00:00"
"Row447",0.7965,0.0,1020.7,11.7,3.1,"1993-01-19T15:00:00"
"Row448",0.7151,0.0,1021.3,12.2,4.1,"1993-01-19T16:00:00"
"Row449",0.739,0.0,1021.3,11.7,3.6,"1993-01-19T17:00:00"
"Row450",0.8288,0.0,1021.3,11.1,5.2,"1993-01-19T18:00:00"
"Row451",0.8568,0.0,1021.3,10.6,4.6,"1993-01-19T19:00:00"
"Row452",0.8568,0.0,1021.7,10.6,5.2,"1993-01-19T20:00:00"
"Row453",0.8288,0.0,1021.3,11.1,7.7,"1993-01-19T21:00:00"
"Row454",0.7965,0.0,1021.3,11.7,7.2,"1993-01-19T22:00:00"
"Row455",0.7965,0.0,1021.0,11.7,6.7,"1993-01-19T23:00:00"
"Row456",0.7717,0.0,1021.3,12.8,5.7,"1993-01-20T00:00:00"
"Row457",0.7725,0.0,1020.7,13.3,7.2,"1993-01-20T01:00:00"
"Row458",0.8996,0.3,1020.7,12.2,8.2,"1993-01-20T02:00:00"
"Row459",0.9297,0.8,1020.7,11.7,6.7,"1993-01-20T03:00:00"
"Row460",0.9297,1.3,1020.3,11.7,6.2,"1993-01-20T04:00:00"
"Row461",0.9611,1.3,1020.3,11.7,5.7,"1993-01-20T05:00:00"
"Row462",0.9611,0.3,1020.3,11.7,7.2,"1993-01-20T06:00:00"
"Row463",0.9303,0.8,1020.3,12.8,9.3,"1993-01-20T07:00:00"
"Row464",0.9004,0.8,1020.7,13.3,8.2,"1993-01-20T08:00:00"
"Row465",0.9305,0.8,1021.0,13.3,7.7,"1993-01-20T09:00:00"
"Row466",0.9305,0.5,1021.3,13.3,8.2,"1993-01-20T10:00:00"
"Row467",0.9309,1.0,1021.3,13.9,7.7,"1993-01-20T11:00:00"
"Row468",0.9311,0.5,1021.0,14.4,8.8,"1993-01-20T12:00:00"
"Row469",0.9311,0.8,1020.0,14.4,14.4,"1993-01-20T13:00:00"
"Row470",0.9311,1.0,1019.6,14.4,10.8,"1993-01-20T14:00:00"
"Row471",0.8958,1.5,1019.6,15.0,8.8,"1993-01-20T15:00:00"
"Row472",0.9314,0.8,1019.6,15.0,8.2,"1993-01-20T16:00:00"
"Row473",0.9311,3.8,1021.0,14.4,8.8,"1993-01-20T17:00:00"
"Row474",0.9303,3.3,1022.4,12.8,4.6,"1993-01-20T18:00:00"
"Row475",0.9305,0.8,1022.7,13.3,2.6,"1993-01-20T19:00:00"
"Row476",0.9676,0.0,1023.0,12.2,2.1,"1993-01-20T20:00:00"
"Row477",0.9676,0.0,1023.7,12.2,2.1,"1993-01-20T21:00:00"
"Row478",0.9303,0.0,1024.0,12.8,3.1,"1993-01-20T22:00:00"
"Row479",0.9676,0.3,1024.4,12.2,2.1,"1993-01-20T23:00:00"
"Row480",0.9676,0.3,1024.7,12.2,0.0,"1993-01-21T00:00:00"
"Row481",1.0,0.0,1024.0,11.7,0.0,"1993-01-21T01:00:00"
"Row482",0.9611,0.0,1023.7,11.7,1.5,"1993-01-21T02:00:00"
"Row483",1.0,0.0,1023.7,11.7,0.0,"1993-01-21T03:00:00"
"Row484",0.9607,0.0,1023.7,10.6,3.1,"1993-01-21T04:00:00"
"Row485",0.9607,0.0,1023.4,10.6,2.6,"1993-01-21T05:00:00"
"Row486",1.0,0.0,1023.7,10.0,4.1,"1993-01-21T06:00:00"
"Row487",0.9606,0.0,1023.4,10.0,3.1,"1993-01-21T07:00:00"
"Row488",0.9606,0.0,1023.7,10.0,3.1,"1993-01-21T08:00:00"
"Row489",0.9607,0.0,1023.7,10.6,2.6,"1993-01-21T09:00:00"
"Row490",0.9293,0.0,1023.7,11.1,2.6,"1993-01-21T10:00:00"
"Row491",0.9611,0.0,1023.4,11.7,2.6,"1993-01-21T11:00:00"
"Row492",0.9299,0.0,1022.7,12.2,2.6,"1993-01-21T12:00:00"
"Row493",0.8963,0.0,1021.7,15.6,7.2,"1993-01-21T13:00:00"
"Row494",0.9258,0.0,1020.7,15.6,5.2,"1993-01-21T14:00:00"
"Row495",0.8963,0.5,1020.0,15.6,7.7,"1993-01-21T15:00:00"
"Row496",0.8958,0.0,1019.3,15.0,9.8,"1993-01-21T16:00:00"
"Row497",0.8958,0.0,1019.3,15.0,12.9,"1993-01-21T17:00:00"
"Row498",0.867,0.0,1019.0,15.0,9.3,"1993-01-21T18:00:00"
"Row499",0.9311,1.5,1018.6,14.4,11.8,"1993-01-21T19:00:00"
"Row500",0.8958,1.8,1018.6,15.0,14.9,"1993-01-21T20:00:00"
"Row501",0.8958,4.8,1019.6,15.0,11.8,"1993-01-21T21:00:00"
"Row502",0.8042,0.5,1021.3,13.3,13.9,"1993-01-21T22:00:00"
"Row503",0.7717,0.0,1022.4,12.8,11.3,"1993-01-21T23:00:00"
"Row504",0.7151,0.0,1023.4,12.2,11.3,"1993-01-22T00:00:00"
"Row505",0.739,0.0,1023.7,11.7,6.2,"1993-01-22T01:00:00"
"Row506",0.6852,0.0,1023.7,11.7,7.2,"1993-01-22T02:00:00"
"Row507",0.743,0.0,1024.7,11.1,5.7,"1993-01-22T03:00:00"
"Row508",0.7681,0.0,1016.7917365478716,10.6,5.7,"1993-01-22T04:00:00"
"Row509",0.8614,0.0,1025.4,9.4,3.1,"1993-01-22T05:00:00"
"Row510",0.8608,0.0,1025.7,8.9,4.1,"1993-01-22T06:00:00"
"Row511",0.826,0.0,1027.1,8.9,3.1,"1993-01-22T07:00:00"
"Row512",0.826,0.0,1027.1,8.9,4.1,"1993-01-22T08:00:00"
"Row513",0.737,0.0,1027.8,10.6,5.2,"1993-01-22T09:00:00"
"Row514",0.7141,0.0,1028.1,11.7,3.6,"1993-01-22T10:00:00"
"Row515",0.7151,0.0,1028.4,12.2,3.1,"1993-01-22T11:00:00"
"Row516",0.6404,0.0,1028.1,12.2,6.2,"1993-01-22T12:00:00"
"Row517",0.643,0.0,1027.1,13.3,6.2,"1993-01-22T13:00:00"
"Row518",0.6169,0.0,1026.4,13.3,4.1,"1993-01-22T14:00:00"
"Row519",0.643,0.0,1026.4,13.3,4.1,"1993-01-22T15:00:00"
"Row520",0.6654,0.0,1026.1,13.3,3.1,"1993-01-22T16:00:00"
"Row521",0.6374,0.0,1026.1,12.8,3.6,"1993-01-22T17:00:00"
"Row522",0.739,0.0,1025.7,11.7,2.6,"1993-01-22T18:00:00"
"Row523",0.8011,0.0,1026.1,11.1,4.1,"1993-01-22T19:00:00"
"Row524",0.7689,0.0,1026.1,11.1,4.1,"1993-01-22T20:00:00"
"Row525",0.6828,0.0,1026.1,10.6,3.1,"1993-01-22T21:00:00"
"Row526",0.7107,0.0,1026.4,10.0,3.6,"1993-01-22T22:00:00"
"Row527",0.6567,0.0,1026.1,9.4,3.6,"1993-01-22T23:00:00"
"Row528",0.6567,0.0,1026.1,9.4,1.5,"1993-01-23T00:00:00"
"Row529",0.7073,0.0,1025.4,8.3,1.5,"1993-01-23T01:00:00"
"Row530",0.8231,0.0,1025.1,6.7,3.1,"1993-01-23T02:00:00"
"Row531",0.7605,0.0,1025.4,6.1,3.1,"1993-01-23T03:00:00"
"Row532",0.8513,0.0,1024.7,5.6,2.6,"1993-01-23T04:00:00"
"Row533",0.8513,0.0,1025.1,5.6,2.1,"1993-01-23T05:00:00"
"Row534",0.7873,0.0,1025.1,5.6,3.1,"1993-01-23T06:00:00"
"Row535",0.5732,0.0,1026.1,6.1,5.2,"1993-01-23T07:00:00"
"Row536",0.5748,0.0,1026.1,6.7,5.7,"1993-01-23T08:00:00"
"Row537",0.5101,0.0,1026.1,7.8,4.6,"1993-01-23T09:00:00"
"Row538",0.4412,0.0,1026.8,9.4,4.1,"1993-01-23T10:00:00"
"Row539",0.3469,0.0,1027.1,11.1,2.6,"1993-01-23T11:00:00"
"Row540",0.2837,0.0,1026.4,12.2,1.5,"1993-01-23T12:00:00"
"Row541",0.3503,0.0,1025.4,12.2,3.1,"1993-01-23T13:00:00"
"Row542",0.3503,0.0,1025.1,12.2,3.1,"1993-01-23T14:00:00"
"Row543",0.3662,0.0,1025.1,12.2,3.1,"1993-01-23T15:00:00"
"Row544",0.5452,0.0,1024.7,12.2,5.2,"1993-01-23T16:00:00"
"Row545",0.5878,0.0,1024.7,11.7,5.2,"1993-01-23T17:00:00"
"Row546",0.6828,0.0,1024.7,10.6,4.1,"1993-01-23T18:00:00"
"Row547",0.7671,0.0,1025.4,10.0,3.1,"1993-01-23T19:00:00"
"Row548",0.7107,0.0,1025.7,10.0,2.1,"1993-01-23T20:00:00"
"Row549",0.6792,0.0,1026.1,8.9,2.1,"1993-01-23T21:00:00"
"Row550",0.6768,0.0,1026.1,7.8,2.1,"1993-01-23T22:00:00"
"Row551",0.7634,0.0,1026.4,7.8,0.0,"1993-01-23T23:00:00"
"Row552",0.7616,0.0,1026.4,6.7,2.1,"1993-01-24T00:00:00"
"Row553",0.7624,0.0,1026.1,7.2,2.1,"1993-01-24T01:00:00"
"Row554",0.7605,0.0,1025.7,6.1,1.5,"1993-01-24T02:00:00"
"Row555",0.888,0.0,1025.7,5.6,3.1,"1993-01-24T03:00:00"
"Row556",0.8578,0.0,1025.4,6.1,3.1,"1993-01-24T04:00:00"
"Row557",0.8231,0.0,1025.1,6.7,2.6,"1993-01-24T05:00:00"
"Row558",0.8238,0.0,1025.4,7.2,4.1,"1993-01-24T06:00:00"
"Row559",0.8525,0.0,1025.7,6.7,2.1,"1993-01-24T07:00:00"
"Row560",0.7907,0.0,1026.1,7.8,3.1,"1993-01-24T08:00:00"
"Row561",0.8309,0.0,1026.1,8.3,2.1,"1993-01-24T09:00:00"
"Row562",0.606,0.0,1016.7917365478716,10.6,3.1,"1993-01-24T10:00:00"
"Row563",0.6157,0.0,1026.1,12.8,3.6,"1993-01-24T11:00:00"
"Row564",0.5716,0.0,1025.1,13.3,3.1,"1993-01-24T12:00:00"
"Row565",0.6169,0.0,1024.0,13.3,3.1,"1993-01-24T13:00:00"
"Row566",0.6643,0.0,1023.0,12.8,4.1,"1993-01-24T14:00:00"
"Row567",0.5497,0.0,1023.0,13.9,4.6,"1993-01-24T15:00:00"
"Row568",0.6169,0.0,1022.7,13.3,3.6,"1993-01-24T16:00:00"
"Row569",0.509,0.0,1022.4,13.9,2.6,"1993-01-24T17:00:00"
"Row570",0.5452,0.0,1022.7,12.2,2.1,"1993-01-24T18:00:00"
"Row571",0.737,0.0,1023.0,10.6,2.1,"1993-01-24T19:00:00"
"Row572",0.7671,0.0,1023.0,10.0,2.1,"1993-01-24T20:00:00"
"Row573",0.6816,0.0,1023.4,10.0,2.1,"1993-01-24T21:00:00"
"Row574",0.7096,0.0,1023.4,9.4,2.6,"1993-01-24T22:00:00"
"Row575",0.7979,0.0,1023.4,8.9,1.5,"1993-01-24T23:00:00"
"Row576",0.8309,0.0,1023.0,8.3,0.0,"1993-01-25T00:00:00"
"Row577",0.859,0.0,1023.0,7.2,1.5,"1993-01-25T01:00:00"
"Row578",0.8597,0.0,1023.4,7.8,0.0,"1993-01-25T02:00:00"
"Row579",0.9198,0.0,1023.0,5.6,2.6,"1993-01-25T03:00:00"
"Row580",0.889,0.0,1023.4,6.7,3.1,"1993-01-25T04:00:00"
"Row581",0.8608,0.0,1023.4,8.9,3.1,"1993-01-25T05:00:00"
"Row582",0.9269,0.0,1023.4,6.7,2.1,"1993-01-25T06:00:00"
"Row583",0.9269,0.0,1023.7,6.7,0.0,"1993-01-25T07:00:00"
"Row584",0.9272,0.0,1024.0,7.2,1.5,"1993-01-25T08:00:00"
"Row585",0.7986,0.0,1024.0,9.4,2.1,"1993-01-25T09:00:00"
"Row586",0.743,0.0,1024.0,11.1,0.0,"1993-01-25T10:00:00"
"Row587",0.589,0.0,1023.7,12.2,2.6,"1993-01-25T11:00:00"
"Row588",0.5959,0.0,1022.7,13.3,2.1,"1993-01-25T12:00:00"
"Row589",0.5744,0.0,1021.7,14.4,2.1,"1993-01-25T13:00:00"
"Row590",0.512,0.0,1021.0,15.0,2.6,"1993-01-25T14:00:00"
"Row591",0.4975,0.0,1020.7,16.1,2.1,"1993-01-25T15:00:00"
"Row592",0.4772,0.0,1020.7,16.1,2.1,"1993-01-25T16:00:00"
"Row593",0.5322,0.0,1020.3,14.4,1.5,"1993-01-25T17:00:00"
"Row594",0.5481,0.0,1020.3,13.3,3.6,"1993-01-25T18:00:00"
"Row595",0.7129,0.0,1020.3,11.1,3.1,"1993-01-25T19:00:00"
"Row596",0.7129,0.0,1020.7,11.1,7.2,"1993-01-25T20:00:00"
"Row597",0.8974,0.0,1020.7,9.4,3.1,"1993-01-25T21:00:00"
"Row598",0.8909,0.0,1020.7,8.9,3.1,"1993-01-25T22:00:00"
"Row599",0.8597,0.0,1020.7,7.8,3.1,"1993-01-25T23:00:00"
"Row600",0.889,0.0,1021.0,6.7,1.5,"1993-01-26T00:00:00"
"Row601",0.8238,0.0,1020.7,7.2,2.6,"1993-01-26T01:00:00"
"Row602",0.8238,0.0,1020.7,7.2,2.1,"1993-01-26T02:00:00"
"Row603",0.8578,0.0,1020.3,6.1,2.1,"1993-01-26T03:00:00"
"Row604",0.888,0.0,1019.6,5.6,2.1,"1993-01-26T04:00:00"
"Row605",0.888,0.0,1019.3,5.6,2.1,"1993-01-26T05:00:00"
"Row606",0.8933,0.0,1019.3,4.4,0.0,"1993-01-26T06:00:00"
"Row607",0.888,0.0,1019.3,5.6,1.5,"1993-01-26T07:00:00"
"Row608",0.8875,0.0,1019.6,5.0,2.6,"1993-01-26T08:00:00"
"Row609",0.7979,0.0,1019.6,8.9,2.1,"1993-01-26T09:00:00"
"Row610",0.6348,0.0,1019.6,11.7,3.1,"1993-01-26T10:00:00"
"Row611",0.6404,0.0,1019.6,12.2,3.1,"1993-01-26T11:00:00"
"Row612",0.5104,0.0,1018.6,14.4,2.6,"1993-01-26T12:00:00"
"Row613",0.4418,0.0,1017.3,16.1,2.1,"1993-01-26T13:00:00"
"Row614",0.5368,0.0,1016.6,16.1,2.1,"1993-01-26T14:00:00"
"Row615",0.3968,0.0,1016.3,17.8,1.5,"1993-01-26T15:00:00"
"Row616",0.445,0.0,1015.9,17.2,1.5,"1993-01-26T16:00:00"
"Row617",0.512,0.0,1015.9,15.0,3.6,"1993-01-26T17:00:00"
"Row618",0.5959,0.0,1015.9,13.3,0.0,"1993-01-26T18:00:00"
"Row619",0.6374,0.0,1016.3,12.8,0.0,"1993-01-26T19:00:00"
"Row620",0.743,0.0,1016.6,11.1,1.5,"1993-01-26T20:00:00"
"Row621",0.6348,0.0,1016.6,11.7,2.1,"1993-01-26T21:00:00"
"Row622",0.6334,0.0,1016.3,11.1,2.6,"1993-01-26T22:00:00"
"Row623",0.8309,0.0,1016.3,8.3,1.5,"1993-01-26T23:00:00"
"Row624",0.862,0.0,1015.9,10.0,1.5,"1993-01-27T00:00:00"
"Row625",0.9284,0.0,1016.3,9.4,3.6,"1993-01-27T01:00:00"
"Row626",0.9272,0.0,1015.9,7.2,2.6,"1993-01-27T02:00:00"
"Row627",0.9663,0.0,1016.3,7.2,1.5,"1993-01-27T03:00:00"
"Row628",0.9281,0.0,1016.3,8.9,4.1,"1993-01-27T04:00:00"
"Row629",0.9275,0.0,1015.9,7.8,0.0,"1993-01-27T05:00:00"
"Row630",0.9591,0.0,1015.9,5.6,2.1,"1993-01-27T06:00:00"
"Row631",0.966,0.0,1016.3,6.1,2.1,"1993-01-27T07:00:00"
"Row632",0.8899,0.0,1016.6,7.8,3.1,"1993-01-27T08:00:00"
"Row633",0.826,0.0,1017.6,8.9,3.6,"1993-01-27T09:00:00"
"Row634",0.737,0.0,1018.3,10.6,4.1,"1993-01-27T10:00:00"
"Row635",0.6852,0.0,1018.6,11.7,3.6,"1993-01-27T11:00:00"
"Row636",0.663,0.0,1018.0,12.2,4.1,"1993-01-27T12:00:00"
"Row637",0.6157,0.0,1017.3,12.8,2.6,"1993-01-27T13:00:00"
"Row638",0.6374,0.0,1016.3,12.8,3.6,"1993-01-27T14:00:00"
"Row639",0.7172,0.0,1016.3,13.3,3.6,"1993-01-27T15:00:00"
"Row640",0.7172,0.0,1016.7917365478716,13.3,2.6,"1993-01-27T16:00:00"
"Row641",0.8026,0.0,1016.9,12.2,4.1,"1993-01-27T17:00:00"
"Row642",0.8288,0.0,1016.9,11.1,3.6,"1993-01-27T18:00:00"
"Row643",0.8281,0.0,1017.6,10.6,1.5,"1993-01-27T19:00:00"
"Row644",0.862,0.0,1018.0,10.0,2.6,"1993-01-27T20:00:00"
"Row645",0.862,0.0,1018.0,10.0,4.1,"1993-01-27T21:00:00"
"Row646",0.8614,0.0,1018.6,9.4,4.1,"1993-01-27T22:00:00"
"Row647",0.8965,0.0,1018.6,8.3,2.1,"1993-01-27T23:00:00"
"Row648",0.9275,0.0,1018.6,7.8,2.1,"1993-01-28T00:00:00"
"Row649",0.9269,0.0,1018.6,6.7,2.1,"1993-01-28T01:00:00"
"Row650",0.9269,0.0,1019.0,6.7,3.1,"1993-01-28T02:00:00"
"Row651",0.9595,0.0,1019.3,6.7,3.1,"1993-01-28T03:00:00"
"Row652",0.9663,0.0,1019.0,7.2,2.1,"1993-01-28T04:00:00"
"Row653",0.9663,0.0,1019.3,7.2,2.1,"1993-01-28T05:00:00"
"Row654",0.9275,0.0,1019.3,7.8,1.5,"1993-01-28T06:00:00"
"Row655",0.9663,0.0,1020.3,7.2,2.6,"1993-01-28T07:00:00"
"Row656",0.9663,0.0,1020.7,7.2,0.0,"1993-01-28T08:00:00"
"Row657",0.9278,0.0,1016.7917365478716,8.3,1.5,"1993-01-28T09:00:00"
"Row658",0.8323,0.0,1022.0,9.4,2.1,"1993-01-28T10:00:00"
"Row659",0.7681,0.0,1022.4,10.6,3.1,"1993-01-28T11:00:00"
